"post_city_country","send_country","post_city","post_country","post_type","post_title","send_country_iso","send_country_iso_num","post_country_iso","post_country_iso_num","send_lon","send_lat","post_city_lon","post_city_lat","full_geo_query","exact_post_lon","exact_post_lat"
"Lagos, Nigeria","Netherlands","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","NLD",528,"NGA",566,5.291266,52.132633,3.3792057,6.5243793,"Netherlands, Consulate-General, Lagos, Nigeria",3.4061871,6.4402576
"Lagos, Nigeria","Russian Federation","Lagos","Nigeria","Embassy / High Commission","Embassy","RUS",643,"NGA",566,105.318756,61.52401,3.3792057,6.5243793,"Russian Federation, Embassy, Lagos, Nigeria",3.4091017,6.439746
"Lagos, Nigeria","Germany","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","DEU",276,"NGA",566,10.451526,51.165691,3.3792057,6.5243793,"Germany, Consulate-General, Lagos, Nigeria",3.4058197,6.4395563
"Lagos, Nigeria","China","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","CHN",156,"NGA",566,104.195397,35.86166,3.3792057,6.5243793,"China, Consulate-General, Lagos, Nigeria",3.4117028,6.4298702
"Lagos, Nigeria","South Africa","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","ZAF",710,"NGA",566,22.937506,-30.559482,3.3792057,6.5243793,"South Africa, Consulate-General, Lagos, Nigeria",3.3477562,6.6193064
"Lagos, Nigeria","Korea Republic of (South Korea)","Lagos","Nigeria","Other","Office of the Embassy","KOR",410,"NGA",566,127.766922,35.907757,3.3792057,6.5243793,"Korea Republic of (South Korea), Office of the Embassy, Lagos, Nigeria",3.4485695,6.4595891
"Lagos, Nigeria","United States","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","USA",840,"NGA",566,-95.712891,37.09024,3.3792057,6.5243793,"United States, Consulate-General, Lagos, Nigeria",3.406708,6.4405467
"Lagos, Nigeria","Canada","Lagos","Nigeria","Consulate / Consulate-General","Deputy High Commission","CAN",124,"NGA",566,-106.346771,56.130366,3.3792057,6.5243793,"Canada, Deputy High Commission, Lagos, Nigeria",3.415,6.4346
"Lagos, Nigeria","Denmark","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","DNK",208,"NGA",566,9.501785,56.26392,3.3792057,6.5243793,"Denmark, Consulate-General, Lagos, Nigeria",3.4396628,6.4481341
"Lagos, Nigeria","Italy","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","ITA",380,"NGA",566,12.56738,41.87194,3.3792057,6.5243793,"Italy, Consulate-General, Lagos, Nigeria",3.4088896,6.4399599
"Lagos, Nigeria","Brazil","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","BRA",76,"NGA",566,-51.92528,-14.235004,3.3792057,6.5243793,"Brazil, Consulate-General, Lagos, Nigeria",3.4229698,6.4338592
"Lagos, Nigeria","Switzerland","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","CHE",756,"NGA",566,8.227512,46.818188,3.3792057,6.5243793,"Switzerland, Consulate-General, Lagos, Nigeria",3.4393819,6.4479004
"Lagos, Nigeria","France","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","FRA",250,"NGA",566,2.213749,46.227638,3.3792057,6.5243793,"France, Consulate-General, Lagos, Nigeria",3.4310811,6.4433918
"Lagos, Nigeria","United Kingdom","Lagos","Nigeria","Consulate / Consulate-General","Deputy High Commission","GBR",826,"NGA",566,-3.435973,55.378051,3.3792057,6.5243793,"United Kingdom, Deputy High Commission, Lagos, Nigeria",3.4074174,6.4384029
"Lagos, Nigeria","Spain","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General","ESP",724,"NGA",566,-3.74922,40.463667,3.3792057,6.5243793,"Spain, Consulate-General, Lagos, Nigeria",3.4169519,6.4354754
"Lahore, Pakistan","China","Lahore","Pakistan","Consulate / Consulate-General","Consulate-General","CHN",156,"PAK",586,104.195397,35.86166,74.3587473,31.5203696,"China, Consulate-General, Lahore, Pakistan",74.3115924,31.5050922
"Lahore, Pakistan","Turkey","Lahore","Pakistan","Consulate / Consulate-General","Consulate-General","TUR",792,"PAK",586,35.243322,38.963745,74.3587473,31.5203696,"Turkey, Consulate-General, Lahore, Pakistan",74.3427796,31.5338843
"Lahore, Pakistan","United States","Lahore","Pakistan","Consulate / Consulate-General","Consulate-General","USA",840,"PAK",586,-95.712891,37.09024,74.3587473,31.5203696,"United States, Consulate-General, Lahore, Pakistan",74.3362023,31.5601637
"Laoag, Philippines","China","Laoag","Philippines","Consulate / Consulate-General","Consulate-General","CHN",156,"PHL",608,104.195397,35.86166,120.5926679,18.1960128,"China, Consulate-General, Laoag, Philippines",120.5904523,18.1784898
"Larache, Morocco","Spain","Larache","Morocco","Consulate / Consulate-General","Consulate","ESP",724,"MAR",504,-3.74922,40.463667,-6.1473964,35.1744271,"Spain, Consulate, Larache, Morocco",-6.1532785,35.1980011
"Laredo, United States","Mexico","Laredo","United States","Consulate / Consulate-General","Consulate-General","MEX",484,"USA",840,-102.552784,23.634501,-99.5075519,27.5035613,"Mexico, Consulate-General, Laredo, United States",-99.5118631,27.5058952
"Las Palmas, Spain","Japan","Las Palmas","Spain","Other","Consular Office","JPN",392,"ESP",724,138.252924,36.204824,-15.4362574,28.1235459,"Japan, Consular Office, Las Palmas, Spain",-15.4310163,28.1239538
"Las Palmas, Spain","Korea Republic of (South Korea)","Las Palmas","Spain","Consulate / Consulate-General","Consulate","KOR",410,"ESP",724,127.766922,35.907757,-15.4362574,28.1235459,"Korea Republic of (South Korea), Consulate, Las Palmas, Spain",127.0044399,37.5417605
"Las Palmas, Spain","Germany","Las Palmas","Spain","Consulate / Consulate-General","Consulate","DEU",276,"ESP",724,10.451526,51.165691,-15.4362574,28.1235459,"Germany, Consulate, Las Palmas, Spain",-15.4362574,28.1235459
"Las Vegas, United States","Mexico","Las Vegas","United States","Consulate / Consulate-General","Consulate","MEX",484,"USA",840,-102.552784,23.634501,-115.1398296,36.1699412,"Mexico, Consulate, Las Vegas, United States",-115.1450591,36.1596391
"Leamington, United States","Mexico","Leamington","United States","Consulate / Consulate-General","Consulate","MEX",484,"USA",840,-102.552784,23.634501,-112.2835549,39.5346744,"Mexico, Consulate, Leamington, United States",-82.5976013,42.0688767
"Leipzig, Germany","Russian Federation","Leipzig","Germany","Consulate / Consulate-General","Consulate-General","RUS",643,"DEU",276,105.318756,61.52401,12.3730747,51.3396955,"Russian Federation, Consulate-General, Leipzig, Germany",12.3633186,51.3553791
"Leipzig, Germany","United States","Leipzig","Germany","Consulate / Consulate-General","Consulate-General","USA",840,"DEU",276,-95.712891,37.09024,12.3730747,51.3396955,"United States, Consulate-General, Leipzig, Germany",12.3683524,51.3338963
"Lendava, Slovenia","Hungary","Lendava","Slovenia","Consulate / Consulate-General","Consulate-General","HUN",348,"SVN",705,19.5033041,47.162494,16.453063,46.5644783,"Hungary, Consulate-General, Lendava, Slovenia",16.453063,46.5644783
"Leon, Mexico","Japan","Leon","Mexico","Consulate / Consulate-General","Consulate-General","JPN",392,"MEX",484,138.252924,36.204824,-101.6859605,21.1250077,"Japan, Consulate-General, Leon, Mexico",-101.660635,21.1181368
"Leticia, Colombia","Brazil","Leticia","Colombia","Consulate / Consulate-General","Vice-Consulate","BRA",76,"COL",170,-51.92528,-14.235004,-69.935907,-4.203165,"Brazil, Vice-Consulate, Leticia, Colombia",-69.9410801,-4.2134373
"Lhasa, China","Nepal","Lhasa","China","Consulate / Consulate-General","Consulate-General","NPL",524,"CHN",156,84.124008,28.394857,91.140552,29.654838,"Nepal, Consulate-General, Lhasa, China",91.096131,29.653255
"Libreville, Gabon","Germany","Libreville","Gabon","Embassy / High Commission","Embassy","DEU",276,"GAB",266,10.451526,51.165691,9.4672676,0.4161976,"Germany, Embassy, Libreville, Gabon",9.4672676,0.4161976
"Libreville, Gabon","Italy","Libreville","Gabon","Embassy / High Commission","Embassy","ITA",380,"GAB",266,12.56738,41.87194,9.4672676,0.4161976,"Italy, Embassy, Libreville, Gabon",9.4672676,0.4161976
"Libreville, Gabon","Korea Republic of (South Korea)","Libreville","Gabon","Embassy / High Commission","Embassy","KOR",410,"GAB",266,127.766922,35.907757,9.4672676,0.4161976,"Korea Republic of (South Korea), Embassy, Libreville, Gabon",9.3939037,0.4771974
"Libreville, Gabon","South Africa","Libreville","Gabon","Embassy / High Commission","Embassy","ZAF",710,"GAB",266,22.937506,-30.559482,9.4672676,0.4161976,"South Africa, Embassy, Libreville, Gabon",9.4456,0.38625
"Libreville, Gabon","France","Libreville","Gabon","Embassy / High Commission","Embassy","FRA",250,"GAB",266,2.213749,46.227638,9.4672676,0.4161976,"France, Embassy, Libreville, Gabon",9.4457826,0.3890702
"Libreville, Gabon","Japan","Libreville","Gabon","Embassy / High Commission","Embassy","JPN",392,"GAB",266,138.252924,36.204824,9.4672676,0.4161976,"Japan, Embassy, Libreville, Gabon",9.4672676,0.4161976
"Libreville, Gabon","Saudi Arabia","Libreville","Gabon","Embassy / High Commission","Embassy","SAU",682,"GAB",266,45.079162,23.885942,9.4672676,0.4161976,"Saudi Arabia, Embassy, Libreville, Gabon",9.4242147,0.4313654
"Libreville, Gabon","Russian Federation","Libreville","Gabon","Embassy / High Commission","Embassy","RUS",643,"GAB",266,105.318756,61.52401,9.4672676,0.4161976,"Russian Federation, Embassy, Libreville, Gabon",9.4672676,0.4161976
"Libreville, Gabon","China","Libreville","Gabon","Embassy / High Commission","Embassy","CHN",156,"GAB",266,104.195397,35.86166,9.4672676,0.4161976,"China, Embassy, Libreville, Gabon",9.444584,0.4122044
"Libreville, Gabon","Brazil","Libreville","Gabon","Embassy / High Commission","Embassy","BRA",76,"GAB",266,-51.92528,-14.235004,9.4672676,0.4161976,"Brazil, Embassy, Libreville, Gabon",9.4176748,0.435799
"Libreville, Gabon","Spain","Libreville","Gabon","Embassy / High Commission","Embassy","ESP",724,"GAB",266,-3.74922,40.463667,9.4672676,0.4161976,"Spain, Embassy, Libreville, Gabon",9.4672676,0.4161976
"Libreville, Gabon","France","Libreville","Gabon","Consulate / Consulate-General","Consulate-General","FRA",250,"GAB",266,2.213749,46.227638,9.4672676,0.4161976,"France, Consulate-General, Libreville, Gabon",9.4457826,0.3890702
"Libreville, Gabon","United States","Libreville","Gabon","Embassy / High Commission","Embassy","USA",840,"GAB",266,-95.712891,37.09024,9.4672676,0.4161976,"United States, Embassy, Libreville, Gabon",9.4672676,0.4161976
"Libreville, Gabon","Turkey","Libreville","Gabon","Embassy / High Commission","Embassy","TUR",792,"GAB",266,35.243322,38.963745,9.4672676,0.4161976,"Turkey, Embassy, Libreville, Gabon",9.4185935,0.4354136
"Liepaja, Latvia","Russian Federation","Liepaja","Latvia","Consulate / Consulate-General","Consulate-General","RUS",643,"LVA",428,105.318756,61.52401,21.010806,56.5046678,"Russian Federation, Consulate-General, Liepaja, Latvia",21.010806,56.5046678
"Lilongwe, Malawi","China","Lilongwe","Malawi","Embassy / High Commission","Embassy","CHN",156,"MWI",454,104.195397,35.86166,33.7741195,-13.9626121,"China, Embassy, Lilongwe, Malawi",33.8102887,-13.9612474
"Lilongwe, Malawi","Ireland","Lilongwe","Malawi","Embassy / High Commission","Embassy","IRL",372,"MWI",454,-7.6920536,53.1423672,33.7741195,-13.9626121,"Ireland, Embassy, Lilongwe, Malawi",33.7944701,-13.962606
"Lilongwe, Malawi","India","Lilongwe","Malawi","Embassy / High Commission","High Commission","IND",356,"MWI",454,78.96288,20.593684,33.7741195,-13.9626121,"India, High Commission, Lilongwe, Malawi",33.7535573,-13.9803264
"Lilongwe, Malawi","Norway","Lilongwe","Malawi","Embassy / High Commission","Embassy","NOR",578,"MWI",454,8.468946,60.472024,33.7741195,-13.9626121,"Norway, Embassy, Lilongwe, Malawi",33.7949295,-13.9628349
"Lilongwe, Malawi","Iceland","Lilongwe","Malawi","Embassy / High Commission","Embassy","ISL",352,"MWI",454,-19.020835,64.963051,33.7741195,-13.9626121,"Iceland, Embassy, Lilongwe, Malawi",-21.9374578,64.1408884
"Lilongwe, Malawi","United States","Lilongwe","Malawi","Embassy / High Commission","Embassy","USA",840,"MWI",454,-95.712891,37.09024,33.7741195,-13.9626121,"United States, Embassy, Lilongwe, Malawi",33.7865989,-13.9622777
"Lilongwe, Malawi","Germany","Lilongwe","Malawi","Embassy / High Commission","Embassy","DEU",276,"MWI",454,10.451526,51.165691,33.7741195,-13.9626121,"Germany, Embassy, Lilongwe, Malawi",33.7880822,-13.9604553
"Lilongwe, Malawi","Japan","Lilongwe","Malawi","Embassy / High Commission","Embassy","JPN",392,"MWI",454,138.252924,36.204824,33.7741195,-13.9626121,"Japan, Embassy, Lilongwe, Malawi",33.77635,-13.9515918
"Lilongwe, Malawi","Brazil","Lilongwe","Malawi","Embassy / High Commission","Embassy","BRA",76,"MWI",454,-51.92528,-14.235004,33.7741195,-13.9626121,"Brazil, Embassy, Lilongwe, Malawi",33.8186723,-13.9486815
"Lilongwe, Malawi","United Kingdom","Lilongwe","Malawi","Embassy / High Commission","High Commission","GBR",826,"MWI",454,-3.435973,55.378051,33.7741195,-13.9626121,"United Kingdom, High Commission, Lilongwe, Malawi",33.7875579,-13.9584711
"Lilongwe, Malawi","South Africa","Lilongwe","Malawi","Embassy / High Commission","High Commission","ZAF",710,"MWI",454,22.937506,-30.559482,33.7741195,-13.9626121,"South Africa, High Commission, Lilongwe, Malawi",33.7870052,-13.9599564
"Lima, Peru","Sweden","Lima","Peru","Embassy / High Commission","Embassy","SWE",752,"PER",604,18.643501,60.128161,-77.042754,-12.0463731,"Sweden, Embassy, Lima, Peru",-77.0362142,-12.1025575
"Lima, Peru","Australia","Lima","Peru","Embassy / High Commission","Embassy","AUS",36,"PER",604,133.775136,-25.274398,-77.042754,-12.0463731,"Australia, Embassy, Lima, Peru",-77.0266479,-12.1284797
"Lima, Peru","United Kingdom","Lima","Peru","Embassy / High Commission","Embassy","GBR",826,"PER",604,-3.435973,55.378051,-77.042754,-12.0463731,"United Kingdom, Embassy, Lima, Peru",-77.0296843,-12.1311529
"Lima, Peru","Turkey","Lima","Peru","Embassy / High Commission","Embassy","TUR",792,"PER",604,35.243322,38.963745,-77.042754,-12.0463731,"Turkey, Embassy, Lima, Peru",-77.0435383,-12.10338
"Lima, Peru","Poland","Lima","Peru","Embassy / High Commission","Embassy","POL",616,"PER",604,19.145136,51.919438,-77.042754,-12.0463731,"Poland, Embassy, Lima, Peru",-77.0479011,-12.0836028
"Lima, Peru","Indonesia","Lima","Peru","Embassy / High Commission","Embassy","IDN",360,"PER",604,113.921327,-0.789275,-77.042754,-12.0463731,"Indonesia, Embassy, Lima, Peru",-77.047279,-12.09525
"Lima, Peru","Greece","Lima","Peru","Embassy / High Commission","Embassy","GRC",300,"PER",604,21.824312,39.074208,-77.042754,-12.0463731,"Greece, Embassy, Lima, Peru",-77.0186555,-12.0858523
"Lima, Peru","Portugal","Lima","Peru","Embassy / High Commission","Embassy","PRT",620,"PER",604,-8.224454,39.399872,-77.042754,-12.0463731,"Portugal, Embassy, Lima, Peru",-76.9689454,-12.1006744
"Lima, Peru","Italy","Lima","Peru","Embassy / High Commission","Embassy","ITA",380,"PER",604,12.56738,41.87194,-77.042754,-12.0463731,"Italy, Embassy, Lima, Peru",-77.0503367,-12.0835019
"Lima, Peru","Austria","Lima","Peru","Embassy / High Commission","Embassy","AUT",40,"PER",604,14.550072,47.516231,-77.042754,-12.0463731,"Austria, Embassy, Lima, Peru",-77.0279749,-12.097923
"Lima, Peru","Israel","Lima","Peru","Embassy / High Commission","Embassy","ISR",376,"PER",604,34.851612,31.046051,-77.042754,-12.0463731,"Israel, Embassy, Lima, Peru",-77.0274353,-12.0940401
"Lima, Peru","Czech Republic","Lima","Peru","Embassy / High Commission","Embassy","CZE",203,"PER",604,15.472962,49.817492,-77.042754,-12.0463731,"Czech Republic, Embassy, Lima, Peru",-77.0538859,-12.095336
"Lima, Peru","South Africa","Lima","Peru","Embassy / High Commission","Embassy","ZAF",710,"PER",604,22.937506,-30.559482,-77.042754,-12.0463731,"South Africa, Embassy, Lima, Peru",-77.0373988,-12.0974084
"Lima, Peru","Japan","Lima","Peru","Embassy / High Commission","Embassy","JPN",392,"PER",604,138.252924,36.204824,-77.042754,-12.0463731,"Japan, Embassy, Lima, Peru",-77.0563564,-12.0827765
"Lima, Peru","India","Lima","Peru","Embassy / High Commission","Embassy","IND",356,"PER",604,78.96288,20.593684,-77.042754,-12.0463731,"India, Embassy, Lima, Peru",-77.0556079,-12.0970979
"Lima, Peru","Chile","Lima","Peru","Embassy / High Commission","Embassy","CHL",152,"PER",604,-71.542969,-35.675147,-77.042754,-12.0463731,"Chile, Embassy, Lima, Peru",-77.0393613,-12.0926984
"Lima, Peru","Malaysia","Lima","Peru","Embassy / High Commission","Embassy","MYS",458,"PER",604,101.975766,4.210484,-77.042754,-12.0463731,"Malaysia, Embassy, Lima, Peru",-77.033886,-12.095908
"Lima, Peru","United States","Lima","Peru","Embassy / High Commission","Embassy","USA",840,"PER",604,-95.712891,37.09024,-77.042754,-12.0463731,"United States, Embassy, Lima, Peru",-76.9689454,-12.1006744
"Lima, Peru","Saudi Arabia","Lima","Peru","Embassy / High Commission","Embassy","SAU",682,"PER",604,45.079162,23.885942,-77.042754,-12.0463731,"Saudi Arabia, Embassy, Lima, Peru",-77.0489986,-12.0972932
"Lima, Peru","Mexico","Lima","Peru","Embassy / High Commission","Embassy","MEX",484,"PER",604,-102.552784,23.634501,-77.042754,-12.0463731,"Mexico, Embassy, Lima, Peru",-77.0396252,-12.0949309
"Lima, Peru","Chile","Lima","Peru","Consulate / Consulate-General","Consulate-General","CHL",152,"PER",604,-71.542969,-35.675147,-77.042754,-12.0463731,"Chile, Consulate-General, Lima, Peru",-77.0393613,-12.0926984
"Lima, Peru","China","Lima","Peru","Embassy / High Commission","Embassy","CHN",156,"PER",604,104.195397,35.86166,-77.042754,-12.0463731,"China, Embassy, Lima, Peru",-77.0484409,-12.0967457
"Lima, Peru","France","Lima","Peru","Embassy / High Commission","Embassy","FRA",250,"PER",604,2.213749,46.227638,-77.042754,-12.0463731,"France, Embassy, Lima, Peru",-77.031841,-12.0999782
"Lima, Peru","Brazil","Lima","Peru","Embassy / High Commission","Embassy","BRA",76,"PER",604,-51.92528,-14.235004,-77.042754,-12.0463731,"Brazil, Embassy, Lima, Peru",-77.03753,-12.1185844
"Lima, Peru","Finland","Lima","Peru","Embassy / High Commission","Embassy","FIN",246,"PER",604,25.7481511,61.92411,-77.042754,-12.0463731,"Finland, Embassy, Lima, Peru",-77.036214,-12.102558
"Lima, Peru","Canada","Lima","Peru","Embassy / High Commission","Embassy","CAN",124,"PER",604,-106.346771,56.130366,-77.042754,-12.0463731,"Canada, Embassy, Lima, Peru",-77.0361344,-12.1207579
"Lima, Peru","Germany","Lima","Peru","Embassy / High Commission","Embassy","DEU",276,"PER",604,10.451526,51.165691,-77.042754,-12.0463731,"Germany, Embassy, Lima, Peru",-77.0218079,-12.095777
"Lima, Peru","Hungary","Lima","Peru","Embassy / High Commission","Embassy","HUN",348,"PER",604,19.5033041,47.162494,-77.042754,-12.0463731,"Hungary, Embassy, Lima, Peru",-77.0107538,-12.0894088
"Lima, Peru","Spain","Lima","Peru","Consulate / Consulate-General","Consulate-General","ESP",724,"PER",604,-3.74922,40.463667,-77.042754,-12.0463731,"Spain, Consulate-General, Lima, Peru",-77.0372848,-12.0946933
"Lima, Peru","Korea Democratic People's Republic of (North Korea)","Lima","Peru","Embassy / High Commission","Embassy","PRK",408,"PER",604,127.510093,40.339852,-77.042754,-12.0463731,"Korea Democratic People's Republic of (North Korea), Embassy, Lima, Peru",-77.0492582,-12.0893565
"Lima, Peru","Netherlands","Lima","Peru","Embassy / High Commission","Embassy","NLD",528,"PER",604,5.291266,52.132633,-77.042754,-12.0463731,"Netherlands, Embassy, Lima, Peru",-77.0296794,-12.1310823
"Lima, Peru","Russian Federation","Lima","Peru","Embassy / High Commission","Embassy","RUS",643,"PER",604,105.318756,61.52401,-77.042754,-12.0463731,"Russian Federation, Embassy, Lima, Peru",-77.057914,-12.1014933
"Lima, Peru","Belgium","Lima","Peru","Embassy / High Commission","Embassy","BEL",56,"PER",604,4.469936,50.503887,-77.042754,-12.0463731,"Belgium, Embassy, Lima, Peru",-77.0490463,-12.0816876
"Lima, Peru","Spain","Lima","Peru","Embassy / High Commission","Embassy","ESP",724,"PER",604,-3.74922,40.463667,-77.042754,-12.0463731,"Spain, Embassy, Lima, Peru",-77.0372848,-12.0946933
"Lima, Peru","Argentina","Lima","Peru","Embassy / High Commission","Embassy","ARG",32,"PER",604,-63.616672,-38.416097,-77.042754,-12.0463731,"Argentina, Embassy, Lima, Peru",-76.9689454,-12.1006744
"Lima, Peru","Switzerland","Lima","Peru","Embassy / High Commission","Embassy","CHE",756,"PER",604,8.227512,46.818188,-77.042754,-12.0463731,"Switzerland, Embassy, Lima, Peru",-77.0567555,-12.099222
"Lima, Peru","Korea Republic of (South Korea)","Lima","Peru","Embassy / High Commission","Embassy","KOR",410,"PER",604,127.766922,35.907757,-77.042754,-12.0463731,"Korea Republic of (South Korea), Embassy, Lima, Peru",-77.048912,-12.09198
"Lima, Peru","Argentina","Lima","Peru","Consulate / Consulate-General","Consulate-General","ARG",32,"PER",604,-63.616672,-38.416097,-77.042754,-12.0463731,"Argentina, Consulate-General, Lima, Peru",-77.0474162,-12.0949199
"Lima, Peru","Thailand","Lima","Peru","Embassy / High Commission","Embassy","THA",764,"PER",604,100.992541,15.870032,-77.042754,-12.0463731,"Thailand, Embassy, Lima, Peru",-77.0535188,-12.1072269
"Lima, Peru","Taiwan*","Lima","Peru","Other","Economic & Cultural Office","TWN",158,"PER",604,120.960515,23.69781,-77.042754,-12.0463731,"Taiwan*, Economic & Cultural Office, Lima, Peru",-73.9801715,40.7533992
"Lisbon, Portugal","Italy","Lisbon","Portugal","Embassy / High Commission","Embassy","ITA",380,"PRT",620,12.56738,41.87194,-9.1393366,38.7222524,"Italy, Embassy, Lisbon, Portugal",-9.1369866,38.7238929
"Lisbon, Portugal","Austria","Lisbon","Portugal","Embassy / High Commission","Embassy","AUT",40,"PRT",620,14.550072,47.516231,-9.1393366,38.7222524,"Austria, Embassy, Lisbon, Portugal",-9.167428,38.708353
"Lisbon, Portugal","Bangladesh","Lisbon","Portugal","Embassy / High Commission","Embassy","BGD",50,"PRT",620,90.356331,23.684994,-9.1393366,38.7222524,"Bangladesh, Embassy, Lisbon, Portugal",-9.2144514,38.7050751
"Lisbon, Portugal","Sweden","Lisbon","Portugal","Embassy / High Commission","Embassy","SWE",752,"PRT",620,18.643501,60.128161,-9.1393366,38.7222524,"Sweden, Embassy, Lisbon, Portugal",-9.1550958,38.7118437
"Lisbon, Portugal","Mexico","Lisbon","Portugal","Embassy / High Commission","Embassy","MEX",484,"PRT",620,-102.552784,23.634501,-9.1393366,38.7222524,"Mexico, Embassy, Lisbon, Portugal",-9.2019581,38.7375061
"Lisbon, Portugal","Spain","Lisbon","Portugal","Embassy / High Commission","Embassy","ESP",724,"PRT",620,-3.74922,40.463667,-9.1393366,38.7222524,"Spain, Embassy, Lisbon, Portugal",-9.2096711,38.7034291
"Lisbon, Portugal","China","Lisbon","Portugal","Embassy / High Commission","Embassy","CHN",156,"PRT",620,104.195397,35.86166,-9.1393366,38.7222524,"China, Embassy, Lisbon, Portugal",-9.1637218,38.7094297
"Lisbon, Portugal","Poland","Lisbon","Portugal","Embassy / High Commission","Embassy","POL",616,"PRT",620,19.145136,51.919438,-9.1393366,38.7222524,"Poland, Embassy, Lisbon, Portugal",-9.2165675,38.7037793
"Lisbon, Portugal","Pakistan","Lisbon","Portugal","Embassy / High Commission","Embassy","PAK",586,"PRT",620,69.345116,30.375321,-9.1393366,38.7222524,"Pakistan, Embassy, Lisbon, Portugal",-9.2142723,38.706708
"Lisbon, Portugal","Slovak Republic","Lisbon","Portugal","Embassy / High Commission","Embassy","SVK",703,"PRT",620,19.699024,48.669026,-9.1393366,38.7222524,"Slovak Republic, Embassy, Lisbon, Portugal",-9.2128741,38.7038599
"Lisbon, Portugal","Norway","Lisbon","Portugal","Embassy / High Commission","Embassy","NOR",578,"PRT",620,8.468946,60.472024,-9.1393366,38.7222524,"Norway, Embassy, Lisbon, Portugal",-9.2176761,38.7021772
"Lisbon, Portugal","Japan","Lisbon","Portugal","Embassy / High Commission","Embassy","JPN",392,"PRT",620,138.252924,36.204824,-9.1393366,38.7222524,"Japan, Embassy, Lisbon, Portugal",-9.1492029,38.7235195
"Lisbon, Portugal","Israel","Lisbon","Portugal","Embassy / High Commission","Embassy","ISR",376,"PRT",620,34.851612,31.046051,-9.1393366,38.7222524,"Israel, Embassy, Lisbon, Portugal",-9.1484318,38.734552
"Lisbon, Portugal","Brazil","Lisbon","Portugal","Embassy / High Commission","Embassy","BRA",76,"PRT",620,-51.92528,-14.235004,-9.1393366,38.7222524,"Brazil, Embassy, Lisbon, Portugal",-9.164499,38.742164
"Lisbon, Portugal","Russian Federation","Lisbon","Portugal","Embassy / High Commission","Embassy","RUS",643,"PRT",620,105.318756,61.52401,-9.1393366,38.7222524,"Russian Federation, Embassy, Lisbon, Portugal",-9.1388267,38.7345392
"Lisbon, Portugal","United Kingdom","Lisbon","Portugal","Embassy / High Commission","Embassy","GBR",826,"PRT",620,-3.435973,55.378051,-9.1393366,38.7222524,"United Kingdom, Embassy, Lisbon, Portugal",-9.157335,38.716155
"Lisbon, Portugal","Ireland","Lisbon","Portugal","Embassy / High Commission","Embassy","IRL",372,"PRT",620,-7.6920536,53.1423672,-9.1393366,38.7222524,"Ireland, Embassy, Lisbon, Portugal",-9.1458684,38.7212984
"Lisbon, Portugal","India","Lisbon","Portugal","Embassy / High Commission","Embassy","IND",356,"PRT",620,78.96288,20.593684,-9.1393366,38.7222524,"India, Embassy, Lisbon, Portugal",-9.2096484,38.703603
"Lisbon, Portugal","Saudi Arabia","Lisbon","Portugal","Embassy / High Commission","Embassy","SAU",682,"PRT",620,45.079162,23.885942,-9.1393366,38.7222524,"Saudi Arabia, Embassy, Lisbon, Portugal",-9.2164124,38.7019677
"Lisbon, Portugal","Taiwan*","Lisbon","Portugal","Other","Economic & Cultural Centre","TWN",158,"PRT",620,120.960515,23.69781,-9.1393366,38.7222524,"Taiwan*, Economic & Cultural Centre, Lisbon, Portugal",-73.9801715,40.7533992
"Lisbon, Portugal","Hungary","Lisbon","Portugal","Embassy / High Commission","Embassy","HUN",348,"PRT",620,19.5033041,47.162494,-9.1393366,38.7222524,"Hungary, Embassy, Lisbon, Portugal",-9.1866357,38.7028852
"Lisbon, Portugal","Denmark","Lisbon","Portugal","Embassy / High Commission","Embassy","DNK",208,"PRT",620,9.501785,56.26392,-9.1393366,38.7222524,"Denmark, Embassy, Lisbon, Portugal",-9.1491488,38.7203755
"Lisbon, Portugal","Chile","Lisbon","Portugal","Embassy / High Commission","Embassy","CHL",152,"PRT",620,-71.542969,-35.675147,-9.1393366,38.7222524,"Chile, Embassy, Lisbon, Portugal",-9.1445991,38.7371844
"Lisbon, Portugal","Argentina","Lisbon","Portugal","Embassy / High Commission","Embassy","ARG",32,"PRT",620,-63.616672,-38.416097,-9.1393366,38.7222524,"Argentina, Embassy, Lisbon, Portugal",-9.1417021,38.7367628
"Lisbon, Portugal","Brazil","Lisbon","Portugal","Consulate / Consulate-General","Consulate-General","BRA",76,"PRT",620,-51.92528,-14.235004,-9.1393366,38.7222524,"Brazil, Consulate-General, Lisbon, Portugal",-9.164499,38.742164
"Lisbon, Portugal","Estonia","Lisbon","Portugal","Embassy / High Commission","Embassy","EST",233,"PRT",620,25.0136071,58.595272,-9.1393366,38.7222524,"Estonia, Embassy, Lisbon, Portugal",-9.1499503,38.7313076
