"","send_country_iso","send_country","send_lon","send_lat","post_country_iso","post_country","post_city_country","post_city","post_city_lon","post_city_lat","post_type","post_title","query2","lon","lat"
"54","SAU","Saudi Arabia",45.079162,23.885942,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Saudi Arabia, Embassy, London, United Kingdom",-0.1477681,51.5070995
"55","SGP","Singapore",103.819836,1.352083,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","High Commission","Singapore, High Commission, London, United Kingdom",-0.1562712,51.5002642
"56","SVK","Slovak Republic",19.699024,48.669026,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Slovak Republic, Embassy, London, United Kingdom",17.1079724,48.1412841
"57","SVN","Slovenia",14.995463,46.151241,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Slovenia, Embassy, London, United Kingdom",-0.1322606,51.499991
"58","ZAF","South Africa",22.937506,-30.559482,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","High Commission","South Africa, High Commission, London, United Kingdom",-0.1266925,51.5082871
"59","ESP","Spain",-3.74922,40.463667,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Consulate / Consulate-General","Consulate-General","Spain, Consulate-General, London, United Kingdom",-0.153638,51.497937
"60","ESP","Spain",-3.74922,40.463667,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Spain, Embassy, London, United Kingdom",-0.1615328,51.4922231
"61","LKA","Sri Lanka",80.771797,7.873054,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","High Commission","Sri Lanka, High Commission, London, United Kingdom",-0.1710041,51.5127859
"62","SWE","Sweden",18.643501,60.128161,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Sweden, Embassy, London, United Kingdom",-0.0844548,51.5215934
"63","CHE","Switzerland",8.227512,46.818188,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Switzerland, Embassy, London, United Kingdom",-0.16067,51.5184996
"64","TWN","Taiwan*",120.960515,23.69781,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Other","Representative Office","Taiwan*, Representative Office, London, United Kingdom",-0.1460489,51.4962671
"65","THA","Thailand",100.992541,15.870032,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Thailand, Embassy, London, United Kingdom",-0.1799416,51.4984499
"66","TUR","Turkey",35.243322,38.963745,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Turkey, Embassy, London, United Kingdom",-0.1523975,51.4999011
"67","TUR","Turkey",35.243322,38.963745,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Consulate / Consulate-General","Consulate-General","Turkey, Consulate-General, London, United Kingdom",-0.1523975,51.4999011
"68","USA","United States",-95.712891,37.09024,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","United States, Embassy, London, United Kingdom",-0.1322369,51.4825655
"69","VNM","Vietnam",108.277199,14.058324,"GBR","United Kingdom","London, United Kingdom","London",-0.1277583,51.5073509,"Embassy / High Commission","Embassy","Vietnam, Embassy, London, United Kingdom",-0.1861238,51.5003572
